,text,score,output,ground_truth_output,Attacked
286,"[[[[Premise]]]]: Women of India performing with blue streamers, in beautiful blue costumes.<SPLIT>[[[[Hypothesis]]]]: indian women perform together in gorgeous [[frocks]]",0.8469676971435547,1.0,0.0,1
287,"[[[[Premise]]]]: Women of India performing with blue streamers, in beautiful blue costumes.<SPLIT>[[[[Hypothesis]]]]: [[canine]] sniff the air",0.7431342601776123,0.0,2.0,1
288,"[[[[Premise]]]]: Women of India performing with blue streamers, in beautiful blue costumes.<SPLIT>[[[[Hypothesis]]]]: indian women are [[execution]] a [[sectarian]] ritual together",0.5142499208450317,2.0,1.0,1
289,[[[[Premise]]]]: A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.<SPLIT>[[[[Hypothesis]]]]: A [[anybody]] is swimming.,0.5137115716934204,2.0,0.0,1
290,[[[[Premise]]]]: A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.<SPLIT>[[[[Hypothesis]]]]: The swimmer is [[ingestion]] a toasted [[sprinkles]].,0.6751813888549805,1.0,2.0,1
291,[[[[Premise]]]]: A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.<SPLIT>[[[[Hypothesis]]]]: The [[gymnast]] almost [[submerge]] after being sucked under a fast [[uninterrupted]].,0.6196324229240417,2.0,1.0,1
292,[[[[Premise]]]]: The man in the black wetsuit is walking out of the water.<SPLIT>[[[[Hypothesis]]]]: A man in a wetsuit walks out of the water [[porter]] a [[snowboard]].,0.8514239192008972,2.0,1.0,1
293,[[[[Premise]]]]: The man in the black wetsuit is walking out of the water.<SPLIT>[[[[Hypothesis]]]]: a [[whosoever]] is walking out of water.,0.7998414039611816,1.0,0.0,1
294,[[[[Premise]]]]: The man in the black wetsuit is walking out of the water.<SPLIT>[[[[Hypothesis]]]]: A man is [[establishes]] on the beach.,0.8850405216217041,1.0,2.0,1
295,[[[[Premise]]]]: Five girls and two guys are crossing a overpass.<SPLIT>[[[[Hypothesis]]]]: The extended family hike together on their family [[pool]].,0.7721508741378784,2.0,1.0,1
296,[[[[Premise]]]]: Five girls and two guys are crossing a overpass.<SPLIT>[[[[Hypothesis]]]]: The three men [[session]] and talk about their lives.,0.512116551399231,1.0,2.0,1
297,[[[[Premise]]]]: Five girls and two guys are crossing a overpass.<SPLIT>[[[[Hypothesis]]]]: There are [[burgers]] outside.,0.979748010635376,1.0,0.0,1
298,[[[[Premise]]]]: A person with a purple shirt is painting an image of a woman on a white wall.<SPLIT>[[[[Hypothesis]]]]: A woman [[watercolours]] a portrait of her [[purest]] friend.,0.6878642439842224,2.0,1.0,1
299,[[[[Premise]]]]: A person with a purple shirt is painting an image of a woman on a white wall.<SPLIT>[[[[Hypothesis]]]]: A woman paints a portrait of a [[primate]].,0.7878530025482178,1.0,2.0,1
300,[[[[Premise]]]]: A woman is painting a mural of a woman's face.<SPLIT>[[[[Hypothesis]]]]: There is a [[girls]] painting.,0.648159921169281,1.0,0.0,1
301,[[[[Premise]]]]: A woman is painting a mural of a woman's face.<SPLIT>[[[[Hypothesis]]]]: There is a woman painting for [[enchanting]].,0.5823823809623718,0.0,1.0,1
302,[[[[Premise]]]]: A woman is painting a mural of a woman's face.<SPLIT>[[[[Hypothesis]]]]: There is a [[masculine]] [[connects]] his [[footwear]].,0.9680747985839844,0.0,2.0,1
303,[[[[Premise]]]]: A couple is eating outside at a table and he is pointing at something.<SPLIT>[[[[Hypothesis]]]]: A couple is eating [[interior]] at a table and he is pointing at something.,0.966318666934967,0.0,2.0,1
304,[[[[Premise]]]]: A couple is eating outside at a table and he is pointing at something.<SPLIT>[[[[Hypothesis]]]]: The man is [[outlining]] at a purse snatcher.,0.6243394613265991,2.0,1.0,1
305,[[[[Premise]]]]: A couple is eating outside at a table and he is pointing at something.<SPLIT>[[[[Hypothesis]]]]: [[Populace]] are eating at a table [[besides]].,0.5694190263748169,1.0,0.0,1
306,[[[[Premise]]]]: Two women walk down a sidewalk along a busy street in a downtown area.<SPLIT>[[[[Hypothesis]]]]: The women were walking downtown [[therefore]] the buses were on strike,0.5556551814079285,2.0,1.0,1
307,[[[[Premise]]]]: Two women walk down a sidewalk along a busy street in a downtown area.<SPLIT>[[[[Hypothesis]]]]: The women were picking berries in the [[campaign]],0.6307045221328735,1.0,2.0,1
308,[[[[Premise]]]]: Two women walk down a sidewalk along a busy street in a downtown area.<SPLIT>[[[[Hypothesis]]]]: The women were [[marche]] downtown,0.8499586582183838,1.0,0.0,1
309,"[[[[Premise]]]]: Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""<SPLIT>[[[[Hypothesis]]]]: The people are having a [[chitchat]] before [[vaya]] into the work building.",0.739712655544281,2.0,1.0,1
310,"[[[[Premise]]]]: Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""<SPLIT>[[[[Hypothesis]]]]: The [[ones]] are [[hearing]] in the hotel [[lobbies]].",0.6287649869918823,1.0,2.0,1
311,[[[[Premise]]]]: The flight attendant dressed in yellow demonstrates life vest usage.<SPLIT>[[[[Hypothesis]]]]: A flight [[thereto]] is [[evidence]] safety procedures before takeoff.,0.6729875206947327,0.0,1.0,1
312,[[[[Premise]]]]: The flight attendant dressed in yellow demonstrates life vest usage.<SPLIT>[[[[Hypothesis]]]]: A woman is preparing [[refreshment]] on an airplane.,0.5316461324691772,1.0,2.0,1
313,[[[[Premise]]]]: The girls walk down the street.<SPLIT>[[[[Hypothesis]]]]: Girls walk down the [[boardwalk]].,0.9817788600921632,2.0,0.0,1
314,[[[[Premise]]]]: The girls walk down the street.<SPLIT>[[[[Hypothesis]]]]: Girls [[configurations]] down in the street.,0.9933278560638428,0.0,2.0,1
315,[[[[Premise]]]]: The girls walk down the street.<SPLIT>[[[[Hypothesis]]]]: [[Hookers]] were going to the park.,0.9278947114944458,2.0,1.0,1
316,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a man [[assis]] in a car.,0.6656519174575806,0.0,2.0,1
317,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a [[nobody]] standing.,0.9974480271339417,2.0,0.0,1
318,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a man standing on his [[mopeds]].,0.933720588684082,2.0,0.0,1
319,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The man puts something on the other [[almeria]] head.,0.6976954936981201,1.0,0.0,1
320,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The [[femme]] are at the park.,0.7232513427734375,1.0,2.0,1
321,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The men are at [[vestments]].,0.7831535935401917,0.0,1.0,1
322,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: Two people are [[foreign]].,0.7555893063545227,1.0,0.0,1
323,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: A person [[bemused]] at an empty [[mounted]].,0.7194917798042297,1.0,2.0,1
324,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: A [[enfant]] in a wagon rolls down a hill.,0.8845152854919434,0.0,1.0,1
325,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a boy holding onto the wall of an old brick house's raised [[basis]] as construction occurs,0.5916253328323364,0.0,1.0,1
326,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a [[fille]] is leaning against the wall,0.8419572710990906,0.0,2.0,1
327,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a boy is against the [[mural]] of a raised foundation,0.7138522267341614,1.0,0.0,1
328,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce [[Skynyrd]] is from Florida.",0.6586984395980835,2.0,1.0,1
329,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce Springsteen is a [[singers]].",0.7364195585250854,1.0,0.0,1
330,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce Springsteen is [[homos]]",0.6276419162750244,2.0,1.0,1
331,[[[[Premise]]]]: Six dogs swimming in a river.<SPLIT>[[[[Hypothesis]]]]: Six [[poodles]] are outdoors.,0.9300197958946228,1.0,0.0,1
332,[[[[Premise]]]]: Six dogs swimming in a river.<SPLIT>[[[[Hypothesis]]]]: [[Both]] puppies are setting on the [[roasted]].,0.6065846681594849,1.0,2.0,1
333,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A man and woman have mug shots taken because they have been [[apprehended]].,0.7591017484664917,1.0,2.0,1
334,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A man and woman take selfies while a woman walks by and [[magistrate]] them.,0.6215783357620239,0.0,1.0,1
335,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A [[fella]] and woman take selfies of themselves.,0.8856863975524902,1.0,0.0,1
336,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: People are [[ballets]].,0.981127142906189,1.0,0.0,1
337,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: They are doing the [[merengue]].,0.6729795932769775,2.0,1.0,1
338,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: [[Any]] one is [[choreographed]].,0.8087029457092285,0.0,2.0,1
339,[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men sit on the [[coach]].,0.9945132732391356,2.0,0.0,1
340,"[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men sit on the [[coach]] going to work,",0.6282920837402344,2.0,1.0,1
341,[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men [[conducting]] the bus into the [[seas]].,0.7708072662353516,1.0,2.0,1
342,[[[[Premise]]]]: Two men climbing on a wooden scaffold.<SPLIT>[[[[Hypothesis]]]]: Two [[burgers]] climbing on a wooden scaffold.,0.9953068494796752,2.0,0.0,1
343,[[[[Premise]]]]: Two men climbing on a wooden scaffold.<SPLIT>[[[[Hypothesis]]]]: Two [[damsel]] climbing on a wooden scaffold.,0.9729597568511964,1.0,2.0,1
