"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: A kneeling man bends his ear to listen on another in front of a guitar and audio equipment.<SPLIT>[[[[Hypothesis]]]]: Two men are [[near]] [[audio]] equipment.","[[[[Premise]]]]: A kneeling man bends his ear to listen on another in front of a guitar and audio equipment.<SPLIT>[[[[Hypothesis]]]]: Two men are [[about]] [[aural]] equipment.",0.02677363157272339,0.7863637208938599,1.0,0.0,1.0,45.0,"Successful"
"[[[[Premise]]]]: A kneeling man bends his ear to listen on another in front of a guitar and audio equipment.<SPLIT>[[[[Hypothesis]]]]: Two [[men]] [[play]] chess together.","[[[[Premise]]]]: A kneeling man bends his ear to listen on another in front of a guitar and audio equipment.<SPLIT>[[[[Hypothesis]]]]: Two [[male]] [[playback]] chess together.",4.315376281738281e-05,0.4895329475402832,0.0,0.0,0.0,83.0,"Failed"
"[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: There are bubbles around the [[statue]].","[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: There are bubbles around the [[carvings]].",0.006479799747467041,0.01928311586380005,1.0,1.0,1.0,25.0,"Failed"
"[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: The statue was [[standing]] in the [[garage]].","[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: The statue was [[continued]] in the [[platt]].",0.0003903508186340332,0.7704148292541504,0.0,2.0,0.0,63.0,"Successful"
"[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: A statue is in the middle of the [[street]].","[[[[Premise]]]]: Bubbles surround a statue in the middle of a street.<SPLIT>[[[[Hypothesis]]]]: A statue is in the middle of the [[rue]].",0.014580190181732178,0.7930353283882141,1.0,0.0,1.0,33.0,"Successful"
"[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: [[Tall]] people standing","[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: [[Tai]] people standing",0.0037287473678588867,0.9263151288032532,2.0,1.0,2.0,68.0,"Successful"
"[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: [[Everybody]] is sitting","[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: [[One]] is sitting",0.0006850957870483398,0.5321683883666992,0.0,2.0,0.0,58.0,"Successful"
"[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: Some [[people]] standing","[[[[Premise]]]]: Two men stand in the road, it almost appears to be some sort of movie set on a sunny day in California.<SPLIT>[[[[Hypothesis]]]]: Some [[person]] standing",0.08323991298675537,0.6857255697250366,1.0,2.0,1.0,56.0,"Successful"
"[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person kneels before zod in the [[oval]] [[office]].","[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person kneels before zod in the [[rectangular]] [[room]].",0.0008989572525024414,0.7404099106788635,0.0,1.0,0.0,43.0,"Successful"
"[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person [[kneels]] in front of a plastic bucket ready to [[puke]].","[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person [[undresses]] in front of a plastic bucket ready to [[vomited]].",0.09757351875305176,0.9520058035850525,2.0,0.0,2.0,76.0,"Successful"
"[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person kneels in [[front]] of a plastic bucket..","[[[[Premise]]]]: One person kneels in front of a plastic bucket, while another leans toward a doorway and a third person looks on from a dilapidated building.<SPLIT>[[[[Hypothesis]]]]: One person kneels in [[forehead]] of a plastic bucket..",0.007382452487945557,0.6832249164581299,1.0,0.0,1.0,40.0,"Successful"
"[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: they have a [[work]] [[meeting]]","[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: they have a [[functioning]] [[encountered]]",0.010986685752868652,0.9920476078987122,2.0,1.0,2.0,89.0,"Successful"
"[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: two people [[drive]] a [[boat]]","[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: two people [[unit]] a [[craft]]",8.71419906616211e-05,0.7035625576972961,0.0,1.0,0.0,83.0,"Successful"
"[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: [[people]] sit around a table","[[[[Premise]]]]: A group of people sitting around a rectangular table having either pieces of paper or laptops in front of them.<SPLIT>[[[[Hypothesis]]]]: [[males]] sit around a table",0.013124704360961914,0.9906629920005798,1.0,2.0,1.0,63.0,"Successful"
"[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man and a patient in a hospital [[room]].","[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man and a patient in a hospital [[chambre]].",0.20393770933151245,0.9823214411735535,1.0,2.0,1.0,58.0,"Successful"
"[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man in a hospital [[receives]] a visiting friend.","[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man in a hospital [[acceptance]] a visiting friend.",0.0070601701736450195,0.7351958155632019,1.0,2.0,1.0,68.0,"Successful"
"[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man sits on a hospital [[roof]].","[[[[Premise]]]]: A man visiting a friend in the hospital.<SPLIT>[[[[Hypothesis]]]]: A man sits on a hospital [[toit]].",0.0018424391746520996,0.5992376804351807,0.0,2.0,0.0,32.0,"Successful"
"[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: The man wearing stars and stripes on a [[bike]] is in a [[parade]].","[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: The man wearing stars and stripes on a [[bikes]] is in a [[marching]].",0.0040375590324401855,0.5058022737503052,2.0,0.0,2.0,52.0,"Successful"
"[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: An old man rides a [[bike]].","[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: An old man rides a [[motorcycle]].",0.008289873600006104,0.9813356995582581,1.0,0.0,1.0,41.0,"Successful"
"[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: The man is [[dancing]] under the stars.","[[[[Premise]]]]: An older man wearing stars and stripes rides a bike.<SPLIT>[[[[Hypothesis]]]]: The man is [[choreographed]] under the stars.",0.0670815110206604,0.5128840804100037,0.0,2.0,0.0,33.0,"Successful"
"[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy rides [[past]] the park.","[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy rides [[ancient]] the park.",0.030059754848480225,0.6493531465530396,1.0,2.0,1.0,32.0,"Successful"
"[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy rides his bike in the middle of a park.","[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy rides his bike in the middle of a park.",0.7926368713378906,0.7926368713378906,1.0,1.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy [[misses]] the park and [[passes]] by it.","[[[[Premise]]]]: A man on a bicycle rides past a park, with a group of people in the background.<SPLIT>[[[[Hypothesis]]]]: A guy [[dearth]] the park and [[col]] by it.",0.005211949348449707,0.8445738554000854,2.0,1.0,2.0,51.0,"Successful"
"[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: [[The]] four [[men]] sitting in [[front]] of the two windows belong to a [[band]].","[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: [[Both]] four [[sexes]] sitting in [[frontal]] of the two windows belong to a [[fanfare]].",0.0060623884201049805,0.6540403366088867,2.0,1.0,2.0,82.0,"Successful"
"[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: The four men are in [[front]] of windows.","[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: The four men are in [[frente]] of windows.",0.01132744550704956,0.598437488079071,1.0,2.0,1.0,44.0,"Successful"
"[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: The four men are [[playing]] [[hockey]].","[[[[Premise]]]]: Four men are sitting in front of two large windows; one man is playing a guitar, one is playing the bongo drums, and two are sitting back without instruments.<SPLIT>[[[[Hypothesis]]]]: The four men are [[game]] [[bruins]].",0.0001595020294189453,0.6666884422302246,0.0,2.0,0.0,74.0,"Successful"
"[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: [[A]] man [[takes]] his [[daughter]] out for ice cream.","[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: [[para]] man [[chose]] his [[enfant]] out for ice cream.",0.0003561973571777344,0.7175395488739014,0.0,2.0,0.0,85.0,"Successful"
"[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: There is a [[person]] [[outside]].","[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: There is a [[people]] [[besides]].",0.0025293827056884766,0.5475048422813416,1.0,2.0,1.0,35.0,"Successful"
"[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: An adventurous man navigates through the jungle, [[searching]] for a rare babboon.","[[[[Premise]]]]: An adventurous man navigates through the jungle with a long stick.<SPLIT>[[[[Hypothesis]]]]: An adventurous man navigates through the jungle, [[browse]] for a rare babboon.",0.034610211849212646,0.6166346073150635,2.0,0.0,2.0,73.0,"Successful"
"[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some children throw stones into a [[fountain]].","[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some children throw stones into a [[brook]].",0.01577657461166382,0.9964925050735474,2.0,0.0,2.0,23.0,"Successful"
"[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some [[children]] [[sit]] and [[read]] in a [[library]].","[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some [[childhood]] [[session]] and [[itl]] in a [[bookshelves]].",8.177757263183594e-05,0.009924232959747314,0.0,0.0,0.0,85.0,"Failed"
"[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some children a outside playing near the water.","[[[[Premise]]]]: Children are playing outside in a fountain.<SPLIT>[[[[Hypothesis]]]]: Some children a outside playing near the water.",0.9255936741828918,0.9255936741828918,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A picture of the [[ocean]]","[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A picture of the [[armada]]",0.0006271004676818848,0.9774913787841797,0.0,2.0,0.0,45.0,"Successful"
"[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A drawing of a street","[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A drawing of a street",0.8317360281944275,0.8317360281944275,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A painting of a stick figure","[[[[Premise]]]]: Stick figures in the middle of the street.<SPLIT>[[[[Hypothesis]]]]: A painting of a stick figure",0.9120423793792725,0.9120423793792725,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: cook prepares [[food]]","[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: cook prepares [[bitty]]",0.1059267520904541,0.9991307854652405,1.0,0.0,1.0,53.0,"Successful"
"[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: man [[preparing]] meal for [[wife]]","[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: man [[drafting]] meal for [[feminine]]",0.004109680652618408,0.9887022376060486,2.0,0.0,2.0,99.0,"Successful"
"[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: [[girl]] [[eats]] cotton [[candy]]","[[[[Premise]]]]: Cook handling hot tray with food on it.<SPLIT>[[[[Hypothesis]]]]: [[giri]] [[nourishes]] cotton [[pastry]]",6.699562072753906e-05,0.9549055099487305,0.0,2.0,0.0,91.0,"Successful"
"[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A [[girl]] rides his skateboard at the park.","[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A [[fille]] rides his skateboard at the park.",0.0008171200752258301,0.9056909680366516,0.0,2.0,0.0,64.0,"Successful"
"[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A child rides his [[skateboard]] at the park.","[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A child rides his [[rollerblades]] at the park.",0.029350757598876953,0.9998435378074646,1.0,0.0,1.0,31.0,"Successful"
"[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A [[sad]] boy rides his [[skateboard]] at the park.","[[[[Premise]]]]: A boy rides his skateboard at the park.<SPLIT>[[[[Hypothesis]]]]: A [[baleful]] boy rides his [[rollerblades]] at the park.",0.0006009340286254883,0.9994071125984192,2.0,0.0,2.0,56.0,"Successful"
"[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: There is [[snow]] outside.","[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: There is [[snowstorm]] outside.",0.2393537163734436,0.8328074216842651,2.0,0.0,2.0,48.0,"Successful"
"[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: They are wearing [[swimsuits]].","[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: They are wearing [[sarong]].",0.19500631093978882,0.5501235723495483,0.0,2.0,0.0,35.0,"Successful"
"[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: There are a few [[girls]] [[present]].","[[[[Premise]]]]: Five children, two boys and three girls, with the girls wearing white scarves, sit on the pavement outside in front of a large window.<SPLIT>[[[[Hypothesis]]]]: There are a few [[fille]] [[current]].",0.02403491735458374,0.7942394018173218,1.0,2.0,1.0,50.0,"Successful"
"[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: An [[animal]] is running outside.","[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: An [[critter]] is running outside.",0.009506165981292725,0.9850617051124573,1.0,2.0,1.0,41.0,"Successful"
"[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: The [[dog]] is [[fetching]] his [[toy]] that his master threw into the [[surf]].","[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: The [[dogs]] is [[fetches]] his [[jeux]] that his master threw into the [[boating]].",0.0009488463401794434,0.5008621215820312,2.0,0.0,2.0,93.0,"Successful"
"[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: The [[pet]] is [[laying]] on the [[couch]].","[[[[Premise]]]]: A dog is running in the waves at the beach.<SPLIT>[[[[Hypothesis]]]]: The [[tep]] is [[bearing]] on the [[settee]].",0.00011134147644042969,0.29929304122924805,0.0,0.0,0.0,39.0,"Failed"
"[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle-aged [[woman]] is outdoors.","[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle-aged [[damsel]] is outdoors.",0.012172102928161621,0.9707479476928711,1.0,0.0,1.0,71.0,"Successful"
"[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle-aged woman is [[heading]] home.","[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle-aged woman is [[headwaters]] home.",0.002958953380584717,0.6243488192558289,2.0,0.0,2.0,35.0,"Successful"
"[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle aged woman is at [[home]] [[knitting]].","[[[[Premise]]]]: A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance.<SPLIT>[[[[Hypothesis]]]]: The middle aged woman is at [[maison]] [[knit]].",0.00017154216766357422,0.6353411674499512,0.0,2.0,0.0,94.0,"Successful"
"[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are in a [[library]].","[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are in a [[bookcase]].",0.01250535249710083,0.883327305316925,1.0,2.0,1.0,28.0,"Successful"
"[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are at the [[swimming]] [[pool]].","[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are at the [[swum]] [[reunion]].",0.00019949674606323242,0.9892308115959167,0.0,2.0,0.0,60.0,"Successful"
"[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are [[sisters]].","[[[[Premise]]]]: Two little girls reading a book at the library.<SPLIT>[[[[Hypothesis]]]]: The girls are [[brothers]].",0.001269519329071045,0.9797936677932739,2.0,0.0,2.0,25.0,"Successful"
"[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: His face is [[painted]] to look like a tiger.","[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: His face is [[lacquer]] to look like a tiger.",0.00899040699005127,0.9156418442726135,2.0,0.0,2.0,49.0,"Successful"
"[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: The [[kid]] is [[laying]] in a pool.","[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: The [[son]] is [[establishes]] in a pool.",0.0011358261108398438,0.2675599455833435,0.0,0.0,0.0,93.0,"Failed"
"[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: A kid [[has]] a painted face.","[[[[Premise]]]]: A kid with his face painted is at the top of a concrete structure with asterisks carved inside.<SPLIT>[[[[Hypothesis]]]]: A kid [[enjoy]] a painted face.",0.006556272506713867,0.5117447972297668,1.0,2.0,1.0,47.0,"Successful"
"[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: A man in [[black]] takes a picture of a [[fountain]].","[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: A man in [[dark]] takes a picture of a [[fontaine]].",0.022551238536834717,0.6946630477905273,2.0,1.0,2.0,37.0,"Successful"
"[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: [[A]] [[bird]] [[steals]] a [[bag]] of [[chips]] from a [[store]].","[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: [[para]] [[pollo]] [[stolen]] a [[rucksack]] of [[fries]] from a [[memorize]].",5.8650970458984375e-05,0.00832587480545044,0.0,0.0,0.0,171.0,"Failed"
"[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: A photographer [[dressed]] in [[black]] takes a picture.","[[[[Premise]]]]: A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd<SPLIT>[[[[Hypothesis]]]]: A photographer [[robed]] in [[noir]] takes a picture.",0.03954315185546875,0.9585645794868469,1.0,2.0,1.0,46.0,"Successful"
"[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The woman is [[outside]].","[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The woman is [[foreign]].",0.034141361713409424,0.9993053078651428,1.0,2.0,1.0,33.0,"Successful"
"[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The [[woman]] is eating [[dinner]] at a [[restaurant]].","[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The [[women]] is eating [[sandwiches]] at a [[comer]].",0.0002872347831726074,0.0936470627784729,0.0,0.0,0.0,177.0,"Failed"
"[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The woman posing is a famous [[model]].","[[[[Premise]]]]: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.<SPLIT>[[[[Hypothesis]]]]: The woman posing is a famous [[template]].",0.00190049409866333,0.8512839078903198,2.0,0.0,2.0,66.0,"Successful"
"[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A [[girl]] is making [[scrambled]] [[eggs]].","[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A [[feminine]] is making [[jumbled]] [[huevos]].",0.00012362003326416016,0.9109671115875244,0.0,2.0,0.0,88.0,"Successful"
"[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A brunette lady wearing a blue shirts is painting the two windows she sees.","[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A brunette lady wearing a blue shirts is painting the two windows she sees.",0.697258472442627,0.697258472442627,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A woman is [[painting]].","[[[[Premise]]]]: A brown-haired woman in a blue shirt decorated with gold trimmings paints a picture of two windows.<SPLIT>[[[[Hypothesis]]]]: A woman is [[watercolours]].",0.008549034595489502,0.9859191179275513,1.0,2.0,1.0,56.0,"Successful"
"[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: A [[human]] wearing glasses","[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: A [[humanistic]] wearing glasses",0.0001424551010131836,0.9638438820838928,1.0,2.0,1.0,18.0,"Successful"
"[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: A [[tall]] human wearing glasses","[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: A [[hoch]] human wearing glasses",0.0028339028358459473,0.9834088683128357,2.0,1.0,2.0,40.0,"Successful"
"[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: [[Nobody]] has sunglasses","[[[[Premise]]]]: A bicyclist wearing white sunglasses and a white and black helmet.<SPLIT>[[[[Hypothesis]]]]: [[Someone]] has sunglasses",0.0003724098205566406,0.9996771812438965,0.0,1.0,0.0,37.0,"Successful"
"[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white points towards the [[sky]].","[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white points towards the [[celestial]].",0.1298736333847046,0.6700173616409302,2.0,0.0,2.0,44.0,"Successful"
"[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white [[points]].","[[[[Premise]]]]: A cyclist dressed in black and white is pointing.<SPLIT>[[[[Hypothesis]]]]: A cyclist dressed in black and white [[dots]].",0.022832214832305908,0.8492031693458557,1.0,2.0,1.0,40.0,"Successful"
